Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_ZCTA3,ACS23_5yr_B25001001,ACS23_5yr_B25001001s,ACS23_5yr_B25003001,ACS23_5yr_B25003002,ACS23_5yr_B25003003,ACS23_5yr_B25003001s,ACS23_5yr_B25003002s,ACS23_5yr_B25003003s,ACS23_5yr_B25008001,ACS23_5yr_B25008002,ACS23_5yr_B25008003,ACS23_5yr_B25008001s,ACS23_5yr_B25008002s,ACS23_5yr_B25008003s,ACS23_5yr_B25008B001,ACS23_5yr_B25008B002,ACS23_5yr_B25008B003,ACS23_5yr_B25008B001s,ACS23_5yr_B25008B002s,ACS23_5yr_B25008B003s,ACS23_5yr_B25008D001,ACS23_5yr_B25008D002,ACS23_5yr_B25008D003,ACS23_5yr_B25008D001s,ACS23_5yr_B25008D002s,ACS23_5yr_B25008D003s,ACS23_5yr_B25008H001,ACS23_5yr_B25008H002,ACS23_5yr_B25008H003,ACS23_5yr_B25008H001s,ACS23_5yr_B25008H002s,ACS23_5yr_B25008H003s,ACS23_5yr_B25008I001,ACS23_5yr_B25008I002,ACS23_5yr_B25008I003,ACS23_5yr_B25008I001s,ACS23_5yr_B25008I002s,ACS23_5yr_B25008I003s
"ACSSF","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037101110","Census Tract 1011.10",,,"Census Tract 1011.10, Los Angeles County, California","06037101110","1142401","0",,,1679,58.18182,1558,798,760,76.36364,72.12122,86.06061,4056,2204,1852,267.2727,272.1212,247.8788,80,0,80,52.72727,8.484848,52.72727,187,66,121,90.30303,55.15152,72.72727,2241,1587,654,232.1212,253.3333,146.6667,1445,409,1036,194.5455,135.7576,190.9091
"ACSSF","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037101122","Census Tract 1011.22",,,"Census Tract 1011.22, Los Angeles County, California","06037101122","2644045","0",,,1452,103.0303,1407,1096,311,100.6061,50.90909,103.6364,4196,3098,1098,516.3636,253.3333,492.7273,15,15,0,13.93939,13.93939,8.484848,459,459,0,101.2121,101.2121,8.484848,3201,2288,913,509.0909,206.0606,475.1515,307,227,80,81.21212,75.75758,60
"ACSSF","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037101220","Census Tract 1012.20",,,"Census Tract 1012.20, Los Angeles County, California","06037101220","698886","0",,,1380,122.4242,1357,596,761,121.8182,109.697,100,3434,1574,1860,270.303,276.9697,296.3636,0,0,0,8.484848,8.484848,8.484848,483,329,154,141.8182,125.4545,77.57576,1436,663,773,140.6061,134.5455,130.303,1376,507,869,267.8788,189.697,246.6667
"ACSSF","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037101221","Census Tract 1012.21",,,"Census Tract 1012.21, Los Angeles County, California","06037101221","354178","0",,,1569,171.5152,1483,329,1154,172.7273,77.57576,169.0909,3848,761,3087,374.5454,159.3939,386.0606,84,24,60,41.81818,25.45455,33.93939,257,183,74,112.7273,87.27273,70.30303,1942,423,1519,365.4546,132.1212,366.0606,1502,131,1371,306.0606,87.27273,282.4243
"ACSSF","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037101222","Census Tract 1012.22",,,"Census Tract 1012.22, Los Angeles County, California","06037101222","296512","0",,,1036,83.63636,948,75,873,90.30303,42.42424,104.2424,2564,282,2282,240.6061,166.6667,323.6364,14,0,14,15.75758,8.484848,15.75758,35,13,22,28.48485,13.93939,23.0303,1212,217,995,246.6667,158.1818,219.3939,1291,65,1226,235.1515,53.33333,241.2121
"ACSSF","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037101300","Census Tract 1013",,,"Census Tract 1013, Los Angeles County, California","06037101300","2580478","0",,,1564,86.66666,1513,1197,316,97.57576,95.15151,61.81818,4165,3295,870,284.8485,284.8485,196.9697,0,0,0,8.484848,8.484848,8.484848,243,218,25,66.66666,62.42424,24.24242,3098,2614,484,309.0909,299.394,130.9091,632,440,192,96.36364,105.4545,90.90909
"ACSSF","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037101400","Census Tract 1014",,,"Census Tract 1014, Los Angeles County, California","06037101400","6310056","0",,,1523,103.6364,1336,970,366,122.4242,113.3333,84.84849,3463,2838,625,318.1818,333.9394,149.697,46,46,0,46.06061,46.06061,8.484848,325,325,0,37.57576,37.57576,8.484848,2268,1673,595,241.2121,281.8182,149.697,516,495,21,93.33334,96.36364,20
"ACSSF","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037102103","Census Tract 1021.03",,,"Census Tract 1021.03, Los Angeles County, California","06037102103","1186489","0",,,821,66.66666,714,415,299,70.90909,48.48485,74.54546,2054,1230,824,318.1818,183.0303,287.8788,18,18,0,20.60606,20.60606,8.484848,235,126,109,106.0606,66.06061,83.63636,1692,977,715,311.5151,190.303,279.394,90,90,0,44.84848,44.84848,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037102104","Census Tract 1021.04",,,"Census Tract 1021.04, Los Angeles County, California","06037102104","1658823","0",,,1418,77.57576,1299,998,301,90.90909,101.8182,64.24242,3828,2819,1009,338.7879,373.9394,209.0909,39,34,5,25.45455,24.24242,8.484848,355,225,130,117.5758,80,93.93939,2949,2218,731,343.6364,364.2424,202.4242,442,299,143,95.15151,94.54546,72.12122
"ACSSF","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037102105","Census Tract 1021.05",,,"Census Tract 1021.05, Los Angeles County, California","06037102105","492761","0",,,561,49.69697,518,305,213,56.36364,52.72727,36.36364,1664,1056,608,201.8182,195.7576,113.3333,0,0,0,8.484848,8.484848,8.484848,206,128,78,63.63636,52.72727,38.78788,267,194,73,69.09091,59.39394,41.81818,1118,717,401,202.4242,198.1818,107.2727
"ACSSF","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037102107","Census Tract 1021.07",,,"Census Tract 1021.07, Los Angeles County, California","06037102107","12908562","13753",,,1255,69.09091,1184,931,253,77.57576,103.0303,61.81818,3325,2620,705,390.303,427.8788,187.2727,0,0,0,8.484848,8.484848,8.484848,202,202,0,92.12122,92.12122,8.484848,2456,2001,455,369.0909,406.6667,157.5758,565,315,250,190.303,132.7273,137.5758
"ACSSF","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037103101","Census Tract 1031.01",,,"Census Tract 1031.01, Los Angeles County, California","06037103101","2029806","0",,,1001,64.84849,982,851,131,63.63636,56.9697,50.90909,2690,2487,203,195.7576,204.2424,64.84849,9,9,0,10.90909,10.90909,8.484848,211,192,19,81.81818,79.39394,16.36364,1939,1765,174,152.1212,152.7273,64.24242,528,518,10,166.6667,167.2727,11.51515
"ACSSF","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037103102","Census Tract 1031.02",,,"Census Tract 1031.02, Los Angeles County, California","06037103102","1241029","0",,,1772,101.2121,1646,1122,524,119.3939,115.7576,92.12122,4468,3389,1079,335.7576,383.6364,227.8788,0,0,0,8.484848,8.484848,8.484848,352,250,102,107.8788,80,73.93939,2972,2330,642,284.8485,307.8788,166.0606,878,543,335,201.8182,212.7273,153.9394
"ACSSF","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037103201","Census Tract 1032.01",,,"Census Tract 1032.01, Los Angeles County, California","06037103201","1954789","0",,,1698,124.8485,1581,452,1129,125.4545,77.57576,136.9697,4161,1155,3006,278.7879,229.0909,311.5151,107,61,46,69.09091,63.0303,40.60606,269,191,78,128.4848,107.8788,73.93939,2316,730,1586,317.5757,195.1515,325.4546,1457,207,1250,260.606,96.36364,283.0303
"ACSSF","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037103202","Census Tract 1032.02",,,"Census Tract 1032.02, Los Angeles County, California","06037103202","4738407","0",,,697,94.54546,649,604,45,97.57576,96.9697,29.69697,1931,1861,70,390.9091,391.5151,49.09091,17,17,0,18.18182,18.18182,8.484848,15,15,0,10.90909,10.90909,8.484848,1094,1057,37,107.2727,100,41.21212,363,363,0,61.81818,61.81818,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037103300","Census Tract 1033",,,"Census Tract 1033, Los Angeles County, California","06037103300","6141955","0",,,1441,80.60606,1296,1124,172,75.75758,93.93939,62.42424,4006,3594,412,346.6667,367.2727,205.4545,47,47,0,44.24242,44.24242,8.484848,228,228,0,87.27273,87.27273,8.484848,2887,2535,352,370.9091,336.3636,203.6364,493,463,30,182.4242,180,24.84848
"ACSSF","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037103401","Census Tract 1034.01",,,"Census Tract 1034.01, Los Angeles County, California","06037103401","1401638","0",,,1084,121.2121,972,753,219,92.12122,99.39394,46.66667,2546,1807,739,245.4545,285.4546,163.0303,4,4,0,4.242424,4.242424,8.484848,464,328,136,163.0303,93.93939,125.4545,1773,1247,526,285.4546,276.3636,204.2424,264,187,77,112.7273,43.63636,93.93939
"ACSSF","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037103402","Census Tract 1034.02",,,"Census Tract 1034.02, Los Angeles County, California","06037103402","1099115","0",,,1563,119.3939,1378,917,461,121.8182,133.9394,67.27273,3747,2390,1357,356.3636,363.6364,273.9394,455,0,455,218.1818,8.484848,218.1818,284,280,4,159.3939,158.7879,4.242424,2331,1690,641,332.7273,326.0606,157.5758,546,332,214,162.4242,135.1515,109.697
"ACSSF","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104103","Census Tract 1041.03",,,"Census Tract 1041.03, Los Angeles County, California","06037104103","949109","0",,,886,56.9697,868,725,143,58.18182,65.45454,39.39394,4122,3438,684,524.8485,513.9394,204.2424,540,511,29,236.3636,235.1515,27.27273,181,181,0,67.87878,67.87878,8.484848,231,163,68,64.24242,47.27273,44.84848,3054,2467,587,486.6667,463.6364,210.303
"ACSSF","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104105","Census Tract 1041.05",,,"Census Tract 1041.05, Los Angeles County, California","06037104105","584682","0",,,1618,87.27273,1580,780,800,87.87878,87.87878,102.4242,5827,3085,2742,468.4849,396.9697,412.7273,284,262,22,110.303,110.9091,20,35,35,0,34.54546,34.54546,11.51515,234,203,31,83.63636,81.81818,25.45455,4688,2010,2678,420.606,378.1818,416.9697
"ACSSF","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104108","Census Tract 1041.08",,,"Census Tract 1041.08, Los Angeles County, California","06037104108","1096636","0",,,1381,56.9697,1291,538,753,69.09091,86.66666,91.51515,4950,2392,2558,335.7576,386.6667,441.8182,431,418,13,73.33334,72.12122,12.12121,238,22,216,130.9091,20.60606,129.697,105,85,20,77.57576,75.75758,13.93939,4176,1867,2309,352.1212,384.2424,444.8485
"ACSSF","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104124","Census Tract 1041.24",,,"Census Tract 1041.24, Los Angeles County, California","06037104124","4479733","632",,,1374,104.2424,1325,1107,218,103.6364,120,60.60606,3885,3307,578,306.6667,361.8182,175.1515,336,204,132,84.84849,80.60606,78.18182,168,160,8,65.45454,65.45454,8.484848,1338,1266,72,170.9091,176.9697,56.36364,2019,1653,366,258.1818,321.2121,140
"ACSSF","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104201","Census Tract 1042.01",,,"Census Tract 1042.01, Los Angeles County, California","06037104201","1090097","0",,,890,52.72727,863,659,204,53.93939,64.84849,45.45454,4325,3131,1194,406.0606,327.8788,339.394,456,456,0,149.0909,149.0909,8.484848,169,19,150,130.303,18.18182,129.0909,37,37,0,26.66667,26.66667,8.484848,3628,2584,1044,433.9394,332.1212,320
"ACSSF","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104203","Census Tract 1042.03",,,"Census Tract 1042.03, Los Angeles County, California","06037104203","707989","0",,,1164,79.39394,1074,662,412,90.30303,71.51515,72.72727,4978,3298,1680,623.6364,560,374.5454,142,38,104,89.69697,18.78788,89.09091,47,47,0,34.54546,34.54546,8.484848,32,32,0,27.87879,27.87879,8.484848,4661,3085,1576,625.4545,535.1515,369.697
"ACSSF","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104204","Census Tract 1042.04",,,"Census Tract 1042.04, Los Angeles County, California","06037104204","2660594","3735",,,736,56.9697,718,494,224,58.78788,44.84848,50.90909,3257,2563,694,315.1515,286.6667,190.303,66,66,0,28.48485,28.48485,8.484848,163,137,26,65.45454,57.57576,29.09091,286,252,34,94.54546,101.8182,28.48485,2733,2108,625,325.4546,293.3333,188.4848
"ACSSF","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104310","Census Tract 1043.10",,,"Census Tract 1043.10, Los Angeles County, California","06037104310","1508621","0",,,930,71.51515,885,702,183,76.9697,72.72727,50.90909,4476,3698,778,381.2121,357.5757,261.2121,31,31,0,31.51515,31.51515,8.484848,0,0,0,8.484848,8.484848,8.484848,58,58,0,40,40,8.484848,4352,3574,778,385.4546,363.6364,261.2121
"ACSSF","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104321","Census Tract 1043.21",,,"Census Tract 1043.21, Los Angeles County, California","06037104321","519857","0",,,829,167.2727,773,353,420,169.0909,63.63636,164.2424,2903,1666,1237,376.3636,320.606,308.4849,0,0,0,8.484848,8.484848,8.484848,13,0,13,12.72727,8.484848,12.72727,0,0,0,8.484848,8.484848,8.484848,2818,1610,1208,373.3333,317.5757,307.8788
"ACSSF","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104322","Census Tract 1043.22",,,"Census Tract 1043.22, Los Angeles County, California","06037104322","692312","0",,,460,16.9697,445,295,150,22.42424,38.18182,35.15152,1837,1337,500,127.2727,138.7879,132.7273,0,0,0,8.484848,8.484848,8.484848,12,12,0,22.42424,22.42424,8.484848,12,12,0,12.12121,12.12121,8.484848,1669,1313,356,141.8182,136.3636,121.2121
"ACSSF","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104401","Census Tract 1044.01",,,"Census Tract 1044.01, Los Angeles County, California","06037104401","681117","0",,,680,36.36364,623,344,279,38.78788,30.90909,43.0303,3083,1848,1235,315.7576,250.9091,259.394,29,9,20,17.57576,9.090909,14.54545,0,0,0,8.484848,8.484848,8.484848,82,72,10,47.87879,47.27273,9.090909,2972,1767,1205,314.5454,257.5757,261.8182
"ACSSF","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104403","Census Tract 1044.03",,,"Census Tract 1044.03, Los Angeles County, California","06037104403","693083","0",,,582,52.72727,510,348,162,46.66667,45.45454,41.81818,2292,1541,751,213.3333,226.0606,223.6364,0,0,0,8.484848,8.484848,8.484848,82,82,0,61.81818,61.81818,8.484848,34,34,0,32.12121,32.12121,8.484848,2176,1425,751,218.7879,221.8182,223.6364
"ACSSF","ca","140","00",,,,"06","037",,,"104404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104404","Census Tract 1044.04",,,"Census Tract 1044.04, Los Angeles County, California","06037104404","539620","0",,,746,61.81818,746,323,423,61.81818,36.9697,61.21212,3374,1724,1650,361.8182,286.6667,272.7273,0,0,0,8.484848,8.484848,8.484848,20,20,0,18.18182,18.18182,8.484848,0,0,0,8.484848,8.484848,8.484848,3354,1704,1650,363.0303,286.6667,272.7273
"ACSSF","ca","140","00",,,,"06","037",,,"104500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104500","Census Tract 1045",,,"Census Tract 1045, Los Angeles County, California","06037104500","531002","0",,,643,46.66667,621,453,168,47.87879,48.48485,47.27273,3516,2524,992,461.8182,309.697,386.6667,0,0,0,8.484848,8.484848,8.484848,53,53,0,35.75758,35.75758,8.484848,31,31,0,31.51515,31.51515,8.484848,3463,2471,992,460,308.4849,386.6667
"ACSSF","ca","140","00",,,,"06","037",,,"104610",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104610","Census Tract 1046.10",,,"Census Tract 1046.10, Los Angeles County, California","06037104610","592138","0",,,702,52.72727,652,386,266,56.9697,44.24242,59.39394,3079,2001,1078,321.2121,266.0606,270.303,0,0,0,8.484848,8.484848,8.484848,0,0,0,8.484848,8.484848,8.484848,22,10,12,10.30303,9.69697,10.30303,3057,1991,1066,321.2121,265.4546,270.9091
"ACSSF","ca","140","00",,,,"06","037",,,"104620",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104620","Census Tract 1046.20",,,"Census Tract 1046.20, Los Angeles County, California","06037104620","531171","0",,,703,58.18182,703,468,235,58.18182,47.27273,54.54546,3246,2260,986,282.4243,264.8485,238.1818,0,0,0,8.484848,8.484848,8.484848,0,0,0,8.484848,8.484848,8.484848,137,137,0,74.54546,74.54546,8.484848,3109,2123,986,288.4849,264.8485,238.1818
"ACSSF","ca","140","00",,,,"06","037",,,"104701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104701","Census Tract 1047.01",,,"Census Tract 1047.01, Los Angeles County, California","06037104701","550504","0",,,1001,59.39394,953,226,727,62.42424,46.66667,75.75758,3912,1041,2871,255.7576,218.7879,326.0606,171,0,171,130.303,8.484848,130.303,0,0,0,8.484848,8.484848,8.484848,0,0,0,8.484848,8.484848,8.484848,3751,1021,2730,245.4545,219.3939,310.303
"ACSSF","ca","140","00",,,,"06","037",,,"104703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104703","Census Tract 1047.03",,,"Census Tract 1047.03, Los Angeles County, California","06037104703","1168239","0",,,657,38.78788,607,236,371,44.24242,41.21212,44.24242,2300,916,1384,320.606,278.7879,210.303,169,0,169,129.697,8.484848,129.697,39,39,0,35.15152,35.15152,8.484848,197,101,96,68.48485,47.27273,48.48485,1895,776,1119,354.5454,293.9394,233.9394
"ACSSF","ca","140","00",,,,"06","037",,,"104704",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104704","Census Tract 1047.04",,,"Census Tract 1047.04, Los Angeles County, California","06037104704","1663127","0",,,1282,88.48485,1231,799,432,87.27273,89.09091,76.36364,4645,3042,1603,459.394,438.7879,344.8485,346,285,61,110.9091,112.7273,46.66667,133,14,119,103.0303,13.93939,103.6364,536,254,282,216.9697,145.4545,152.1212,3580,2439,1141,455.7576,420.606,322.4243
"ACSSF","ca","140","00",,,,"06","037",,,"104821",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104821","Census Tract 1048.21",,,"Census Tract 1048.21, Los Angeles County, California","06037104821","531802","0",,,771,34.54546,751,289,462,35.15152,38.78788,44.24242,3476,1622,1854,286.6667,328.4849,224.8485,0,0,0,8.484848,8.484848,8.484848,48,29,19,30.90909,27.27273,18.18182,100,11,89,70.90909,11.51515,71.51515,3288,1542,1746,282.4243,324.2424,230.303
"ACSSF","ca","140","00",,,,"06","037",,,"104822",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104822","Census Tract 1048.22",,,"Census Tract 1048.22, Los Angeles County, California","06037104822","604352","0",,,651,53.33333,637,217,420,53.93939,30.90909,56.9697,2199,848,1351,187.2727,140,201.8182,31,31,0,24.24242,24.24242,8.484848,117,103,14,35.75758,33.93939,13.33333,35,0,35,26.06061,8.484848,26.06061,2047,745,1302,200,138.7879,201.8182
"ACSSF","ca","140","00",,,,"06","037",,,"104823",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104823","Census Tract 1048.23",,,"Census Tract 1048.23, Los Angeles County, California","06037104823","531333","0",,,710,56.9697,692,563,129,59.39394,71.51515,50.30303,3195,2521,674,408.4849,460,281.8182,143,143,0,124.2424,124.2424,8.484848,363,330,33,86.66666,95.75758,27.27273,84,84,0,44.84848,44.84848,8.484848,2605,1964,641,406.0606,443.0303,278.7879
"ACSSF","ca","140","00",,,,"06","037",,,"104824",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037104824","Census Tract 1048.24",,,"Census Tract 1048.24, Los Angeles County, California","06037104824","592028","0",,,494,69.09091,486,391,95,69.69697,76.9697,32.72727,2582,2115,467,682.4243,691.5151,181.2121,0,0,0,8.484848,8.484848,8.484848,0,0,0,8.484848,8.484848,8.484848,43,43,0,46.06061,46.06061,8.484848,2502,2035,467,686.0606,691.5151,181.2121
"ACSSF","ca","140","00",,,,"06","037",,,"106010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106010","Census Tract 1060.10",,,"Census Tract 1060.10, Los Angeles County, California","06037106010","2517807","0",,,972,54.54546,938,759,179,58.18182,69.09091,46.06061,4049,3283,766,492.1212,490.303,278.1818,28,21,7,16.9697,16.36364,6.060606,67,49,18,33.33333,26.66667,18.78788,824,805,19,235.1515,229.0909,16.9697,2927,2330,597,466.0606,449.0909,268.4849
"ACSSF","ca","140","00",,,,"06","037",,,"106020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106020","Census Tract 1060.20",,,"Census Tract 1060.20, Los Angeles County, California","06037106020","2010764","7144",,,1342,64.24242,1298,939,359,67.27273,92.72727,80.60606,4826,3483,1343,574.5455,607.8788,309.697,233,61,172,135.1515,47.87879,135.1515,487,331,156,167.2727,144.8485,130.303,470,417,53,153.3333,157.5758,33.33333,3342,2541,801,592.7273,578.1818,314.5454
"ACSSF","ca","140","00",,,,"06","037",,,"106111",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106111","Census Tract 1061.11",,,"Census Tract 1061.11, Los Angeles County, California","06037106111","2774241","12394",,,1452,96.9697,1390,1335,55,106.0606,98.78788,30.90909,4691,4533,158,421.2121,401.2121,115.7576,317,317,0,185.4545,185.4545,8.484848,578,578,0,189.697,189.697,8.484848,1406,1248,158,256.3636,220,115.7576,2484,2484,0,412.7273,412.7273,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"106112",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106112","Census Tract 1061.12",,,"Census Tract 1061.12, Los Angeles County, California","06037106112","3228477","0",,,1479,69.69697,1430,1169,261,79.39394,99.39394,62.42424,4895,3957,938,402.4243,430.9091,216.3636,79,50,29,48.48485,37.57576,30.30303,361,353,8,56.9697,57.57576,7.272727,866,824,42,177.5758,172.7273,40,3548,2689,859,450.303,471.5151,220
"ACSSF","ca","140","00",,,,"06","037",,,"106113",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106113","Census Tract 1061.13",,,"Census Tract 1061.13, Los Angeles County, California","06037106113","1443463","0",,,1038,54.54546,1038,932,106,54.54546,66.06061,38.78788,3723,3450,273,261.2121,281.2121,106.6667,18,0,18,18.18182,8.484848,18.18182,602,602,0,183.6364,183.6364,8.484848,460,452,8,121.2121,120,7.272727,2578,2331,247,337.5757,336.3636,106.6667
"ACSSF","ca","140","00",,,,"06","037",,,"106114",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106114","Census Tract 1061.14",,,"Census Tract 1061.14, Los Angeles County, California","06037106114","1011120","3298",,,1888,113.3333,1830,897,933,113.3333,109.697,81.81818,6929,3227,3702,572.7273,506.0606,393.9394,64,0,64,53.33333,11.51515,53.33333,830,830,0,423.0303,423.0303,11.51515,209,196,13,75.15151,75.15151,12.72727,5826,2201,3625,595.7576,441.2121,398.7879
"ACSSF","ca","140","00",,,,"06","037",,,"106403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106403","Census Tract 1064.03",,,"Census Tract 1064.03, Los Angeles County, California","06037106403","1105644","0",,,860,46.66667,854,653,201,47.27273,60.60606,41.81818,3836,3008,828,260,267.8788,276.3636,197,197,0,135.7576,135.7576,8.484848,123,123,0,66.66666,66.66666,8.484848,242,213,29,91.51515,87.87878,28.48485,3194,2395,799,258.7879,268.4849,275.1515
"ACSSF","ca","140","00",,,,"06","037",,,"106405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106405","Census Tract 1064.05",,,"Census Tract 1064.05, Los Angeles County, California","06037106405","1171734","0",,,1199,92.12122,1147,729,418,96.36364,92.12122,82.42424,4120,2443,1677,420,353.9394,367.8788,444,166,278,256.3636,127.2727,232.1212,521,521,0,214.5455,214.5455,8.484848,599,165,434,255.7576,60,246.0606,2795,1552,1243,353.3333,285.4546,316.3636
"ACSSF","ca","140","00",,,,"06","037",,,"106406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106406","Census Tract 1064.06",,,"Census Tract 1064.06, Los Angeles County, California","06037106406","2012822","916",,,2007,169.0909,1880,1448,432,180.6061,181.2121,74.54546,6261,4718,1543,596.3636,596.3636,339.394,62,22,40,40,15.15152,36.9697,511,511,0,156.9697,156.9697,11.51515,1441,1198,243,246.6667,206.0606,122.4242,4247,2987,1260,587.2727,603.6364,355.7576
"ACSSF","ca","140","00",,,,"06","037",,,"106407",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106407","Census Tract 1064.07",,,"Census Tract 1064.07, Los Angeles County, California","06037106407","232136","0",,,909,56.36364,828,132,696,51.51515,28.48485,53.93939,2183,401,1782,161.8182,101.8182,166.0606,137,51,86,54.54546,36.36364,41.81818,60,31,29,27.87879,18.18182,24.84848,99,44,55,36.36364,21.21212,30.30303,1864,275,1589,166.0606,102.4242,167.2727
