Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_ZCTA3,ACS23_5yr_B25001001,ACS23_5yr_B25001001s,ACS23_5yr_B25003001,ACS23_5yr_B25003002,ACS23_5yr_B25003003,ACS23_5yr_B25003001s,ACS23_5yr_B25003002s,ACS23_5yr_B25003003s,ACS23_5yr_B25008001,ACS23_5yr_B25008002,ACS23_5yr_B25008003,ACS23_5yr_B25008001s,ACS23_5yr_B25008002s,ACS23_5yr_B25008003s,ACS23_5yr_B25008B001,ACS23_5yr_B25008B002,ACS23_5yr_B25008B003,ACS23_5yr_B25008B001s,ACS23_5yr_B25008B002s,ACS23_5yr_B25008B003s,ACS23_5yr_B25008D001,ACS23_5yr_B25008D002,ACS23_5yr_B25008D003,ACS23_5yr_B25008D001s,ACS23_5yr_B25008D002s,ACS23_5yr_B25008D003s,ACS23_5yr_B25008H001,ACS23_5yr_B25008H002,ACS23_5yr_B25008H003,ACS23_5yr_B25008H001s,ACS23_5yr_B25008H002s,ACS23_5yr_B25008H003s,ACS23_5yr_B25008I001,ACS23_5yr_B25008I002,ACS23_5yr_B25008I003,ACS23_5yr_B25008I001s,ACS23_5yr_B25008I002s,ACS23_5yr_B25008I003s
"ACSSF","ca","140","00",,,,"06","037",,,"402001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402001","Census Tract 4020.01",,,"Census Tract 4020.01, Los Angeles County, California","06037402001","1458683","0",,,1437,139.3939,1420,682,738,136.9697,133.9394,93.93939,3942,1995,1947,395.7576,380,266.6667,358,178,180,169.0909,132.1212,113.3333,693,183,510,147.2727,83.0303,152.1212,1193,836,357,358.1818,338.7879,143.6364,1615,715,900,295.1515,229.0909,253.9394
"ACSSF","ca","140","00",,,,"06","037",,,"402002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402002","Census Tract 4020.02",,,"Census Tract 4020.02, Los Angeles County, California","06037402002","1654730","0",,,1688,129.0909,1566,880,686,131.5152,81.81818,110.9091,3727,2387,1340,275.7576,272.7273,172.7273,237,33,204,85.45454,24.24242,84.24242,336,143,193,91.51515,61.81818,84.24242,1937,1345,592,256.9697,263.0303,130.9091,1071,720,351,147.8788,104.2424,137.5758
"ACSSF","ca","140","00",,,,"06","037",,,"402101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402101","Census Tract 4021.01",,,"Census Tract 4021.01, Los Angeles County, California","06037402101","1189576","0",,,1114,56.36364,1114,856,258,56.36364,81.21212,53.93939,4490,3635,855,368.4849,416.9697,206.6667,462,392,70,123.6364,130.303,49.69697,401,247,154,101.8182,82.42424,78.18182,170,148,22,103.6364,98.78788,26.06061,3416,2828,588,377.5757,400.606,191.5152
"ACSSF","ca","140","00",,,,"06","037",,,"402102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402102","Census Tract 4021.02",,,"Census Tract 4021.02, Los Angeles County, California","06037402102","2285871","12302",,,1382,81.21212,1348,932,416,81.21212,84.84849,73.33334,4959,3558,1401,429.697,500,233.9394,561,222,339,89.69697,69.09091,129.697,544,447,97,113.9394,110.303,76.9697,321,317,4,95.15151,95.15151,7.878788,3383,2452,931,444.8485,501.8182,208.4848
"ACSSF","ca","140","00",,,,"06","037",,,"402200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402200","Census Tract 4022",,,"Census Tract 4022, Los Angeles County, California","06037402200","6358886","0",,,2231,123.0303,2149,1497,652,117.5758,147.2727,106.0606,6553,4585,1968,510.303,512.7273,365.4546,449,346,103,99.39394,93.93939,62.42424,570,538,32,109.697,116.3636,32.72727,936,582,354,136.9697,137.5758,170.303,4420,2973,1447,504.2424,500.606,339.394
"ACSSF","ca","140","00",,,,"06","037",,,"402301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402301","Census Tract 4023.01",,,"Census Tract 4023.01, Los Angeles County, California","06037402301","1331437","0",,,1425,125.4545,1404,868,536,130.303,124.8485,72.12122,5362,3110,2252,380.606,369.0909,330.303,47,0,47,33.93939,11.51515,33.93939,541,424,117,155.1515,128.4848,100,529,524,5,161.2121,162.4242,7.878788,4086,2110,1976,431.5151,389.697,320
"ACSSF","ca","140","00",,,,"06","037",,,"402303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402303","Census Tract 4023.03",,,"Census Tract 4023.03, Los Angeles County, California","06037402303","944282","0",,,1092,62.42424,1018,386,632,69.09091,63.63636,59.39394,3562,1462,2100,318.7879,229.0909,301.2121,13,13,0,17.57576,17.57576,8.484848,247,209,38,115.1515,109.0909,24.24242,280,219,61,109.697,103.6364,36.9697,2974,995,1979,338.7879,184.2424,292.7273
"ACSSF","ca","140","00",,,,"06","037",,,"402304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402304","Census Tract 4023.04",,,"Census Tract 4023.04, Los Angeles County, California","06037402304","697362","0",,,1094,74.54546,1043,293,750,75.15151,51.51515,78.78788,3942,1119,2823,434.5454,189.0909,413.9394,0,0,0,8.484848,8.484848,8.484848,238,181,57,84.24242,77.57576,40.60606,168,67,101,71.51515,47.27273,53.93939,3511,871,2640,447.2727,187.2727,420.606
"ACSSF","ca","140","00",,,,"06","037",,,"402403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402403","Census Tract 4024.03",,,"Census Tract 4024.03, Los Angeles County, California","06037402403","2032376","0",,,1185,115.7576,1125,866,259,129.0909,112.7273,80.60606,4450,3282,1168,476.9697,471.5151,343.6364,95,95,0,53.93939,53.93939,11.51515,210,210,0,82.42424,82.42424,11.51515,527,379,148,143.6364,129.0909,76.36364,3557,2537,1020,452.7273,427.8788,332.1212
"ACSSF","ca","140","00",,,,"06","037",,,"402404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402404","Census Tract 4024.04",,,"Census Tract 4024.04, Los Angeles County, California","06037402404","4090895","0",,,4,3.636364,4,0,4,3.636364,8.484848,3.636364,8,0,8,6.666667,8.484848,6.666667,8,0,8,6.666667,8.484848,6.666667,0,0,0,8.484848,8.484848,8.484848,0,0,0,8.484848,8.484848,8.484848,0,0,0,8.484848,8.484848,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"402405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402405","Census Tract 4024.05",,,"Census Tract 4024.05, Los Angeles County, California","06037402405","1013779","0",,,582,18.78788,576,503,73,20.60606,26.66667,21.81818,2422,1991,431,190.9091,225.4545,140,180,102,78,56.9697,43.0303,58.18182,103,70,33,52.12121,41.81818,27.87879,6,6,0,6.060606,6.060606,8.484848,2063,1743,320,207.2727,210.9091,135.7576
"ACSSF","ca","140","00",,,,"06","037",,,"402406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402406","Census Tract 4024.06",,,"Census Tract 4024.06, Los Angeles County, California","06037402406","1167576","0",,,1354,121.2121,1297,893,404,125.4545,123.0303,80,4578,3292,1286,377.5757,313.9394,385.4546,86,8,78,46.66667,7.272727,46.66667,905,856,49,338.1818,343.0303,32.72727,304,200,104,131.5152,122.4242,58.78788,3283,2228,1055,396.3636,226.6667,369.697
"ACSSF","ca","140","00",,,,"06","037",,,"402501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402501","Census Tract 4025.01",,,"Census Tract 4025.01, Los Angeles County, California","06037402501","1015920","0",,,1432,90.90909,1348,352,996,92.72727,57.57576,97.57576,4852,1475,3377,425.4546,310.303,406.6667,292,0,292,118.1818,8.484848,118.1818,224,40,184,107.2727,29.69697,102.4242,84,48,36,35.75758,27.87879,19.39394,4338,1372,2966,440.606,321.8182,387.8788
"ACSSF","ca","140","00",,,,"06","037",,,"402503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402503","Census Tract 4025.03",,,"Census Tract 4025.03, Los Angeles County, California","06037402503","874283","0",,,1150,108.4848,1118,413,705,107.2727,104.8485,115.1515,4210,1581,2629,500,446.6667,517.5757,187,59,128,126.0606,48.48485,121.2121,845,330,515,313.3333,138.7879,312.7273,35,35,0,30.30303,30.30303,8.484848,3143,1157,1986,455.1515,431.5151,440
"ACSSF","ca","140","00",,,,"06","037",,,"402504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402504","Census Tract 4025.04",,,"Census Tract 4025.04, Los Angeles County, California","06037402504","600367","0",,,830,70.30303,803,351,452,68.48485,66.06061,71.51515,2295,1014,1281,190.9091,178.1818,227.8788,151,0,151,101.8182,8.484848,101.8182,396,205,191,108.4848,81.21212,74.54546,104,0,104,84.24242,8.484848,84.24242,1644,809,835,237.5758,171.5152,227.2727
"ACSSF","ca","140","00",,,,"06","037",,,"402601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402601","Census Tract 4026.01",,,"Census Tract 4026.01, Los Angeles County, California","06037402601","1034756","0",,,781,45.45454,726,336,390,47.87879,41.21212,57.57576,2677,1073,1604,310.9091,199.3939,319.394,0,0,0,8.484848,8.484848,8.484848,121,121,0,58.78788,58.78788,8.484848,379,273,106,76.36364,86.06061,50.90909,2162,664,1498,319.394,198.7879,321.8182
"ACSSF","ca","140","00",,,,"06","037",,,"402602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402602","Census Tract 4026.02",,,"Census Tract 4026.02, Los Angeles County, California","06037402602","1247240","0",,,1986,292.1212,1910,747,1163,295.7576,134.5455,280.606,4775,2463,2312,472.7273,435.1515,421.2121,34,17,17,26.06061,18.78788,18.18182,508,196,312,173.3333,140.6061,107.2727,877,519,358,256.9697,184.8485,175.1515,3194,1618,1576,449.697,394.5454,390.303
"ACSSF","ca","140","00",,,,"06","037",,,"402702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402702","Census Tract 4027.02",,,"Census Tract 4027.02, Los Angeles County, California","06037402702","1498495","0",,,1570,53.93939,1429,401,1028,66.06061,66.66666,82.42424,4875,1427,3448,287.8788,253.3333,363.0303,274,0,274,120.6061,8.484848,120.6061,110,110,0,87.27273,87.27273,8.484848,177,17,160,92.12122,11.51515,90.30303,4305,1291,3014,293.9394,236.3636,367.2727
"ACSSF","ca","140","00",,,,"06","037",,,"402703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402703","Census Tract 4027.03",,,"Census Tract 4027.03, Los Angeles County, California","06037402703","1070958","0",,,1356,93.93939,1257,878,379,106.0606,93.33334,102.4242,5349,3675,1674,855.7576,841.8182,562.4243,125,61,64,73.93939,41.81818,64.84849,541,348,193,178.1818,83.63636,146.0606,346,301,45,151.5152,145.4545,60.60606,4287,2925,1362,852.7273,834.5455,555.1515
"ACSSF","ca","140","00",,,,"06","037",,,"402705",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402705","Census Tract 4027.05",,,"Census Tract 4027.05, Los Angeles County, California","06037402705","865507","0",,,932,56.36364,883,708,175,54.54546,66.06061,52.72727,3583,2800,783,335.7576,295.1515,295.1515,143,143,0,95.75758,95.75758,8.484848,191,79,112,79.39394,46.06061,60.60606,456,263,193,136.9697,84.24242,116.9697,2700,2300,400,339.394,300,220.6061
"ACSSF","ca","140","00",,,,"06","037",,,"402706",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402706","Census Tract 4027.06",,,"Census Tract 4027.06, Los Angeles County, California","06037402706","1061837","0",,,1001,56.9697,974,651,323,50.90909,63.63636,65.45454,3618,2109,1509,247.8788,289.0909,313.9394,110,110,0,53.93939,53.93939,8.484848,116,116,0,50.90909,50.90909,8.484848,628,139,489,121.8182,52.12121,139.3939,2764,1744,1020,264.8485,272.7273,292.7273
"ACSSF","ca","140","00",,,,"06","037",,,"402801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402801","Census Tract 4028.01",,,"Census Tract 4028.01, Los Angeles County, California","06037402801","1815766","4003",,,1098,87.27273,1076,340,736,86.06061,49.09091,86.66666,4288,1275,3013,460.606,256.9697,422.4243,0,0,0,8.484848,8.484848,8.484848,182,0,182,139.3939,8.484848,139.3939,202,18,184,106.6667,16.9697,104.8485,3808,1257,2551,480,256.3636,427.2727
"ACSSF","ca","140","00",,,,"06","037",,,"402803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402803","Census Tract 4028.03",,,"Census Tract 4028.03, Los Angeles County, California","06037402803","630282","0",,,799,50.90909,757,391,366,55.15152,44.84848,51.51515,3477,1891,1586,333.9394,244.2424,265.4546,179,159,20,96.36364,93.33334,17.57576,64,52,12,36.36364,33.93939,12.72727,24,16,8,15.75758,12.12121,7.878788,3213,1667,1546,350.9091,248.4848,264.2424
"ACSSF","ca","140","00",,,,"06","037",,,"402804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402804","Census Tract 4028.04",,,"Census Tract 4028.04, Los Angeles County, California","06037402804","1318217","0",,,1033,81.81818,983,269,714,84.24242,38.78788,85.45454,4073,889,3184,416.3636,131.5152,435.7576,197,27,170,89.09091,20.60606,89.09091,207,157,50,73.33334,61.21212,39.39394,35,35,0,29.69697,29.69697,8.484848,3575,670,2905,416.3636,135.7576,434.5454
"ACSSF","ca","140","00",,,,"06","037",,,"402902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402902","Census Tract 4029.02",,,"Census Tract 4029.02, Los Angeles County, California","06037402902","1845219","0",,,1789,110.9091,1780,969,811,111.5152,116.3636,100.6061,6583,3791,2792,506.0606,523.0303,364.8485,163,138,25,56.9697,50.30303,24.84848,802,678,124,199.3939,186.6667,53.93939,623,556,67,446.6667,440.606,65.45454,4892,2361,2531,336.9697,346.0606,347.8788
"ACSSF","ca","140","00",,,,"06","037",,,"402903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402903","Census Tract 4029.03",,,"Census Tract 4029.03, Los Angeles County, California","06037402903","1584347","0",,,1026,63.0303,999,520,479,61.81818,54.54546,75.75758,3650,2016,1634,232.1212,228.4848,240,166,166,0,105.4545,105.4545,8.484848,683,433,250,147.2727,157.5758,106.6667,113,113,0,57.57576,57.57576,8.484848,2688,1304,1384,230.303,238.7879,258.7879
"ACSSF","ca","140","00",,,,"06","037",,,"402904",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037402904","Census Tract 4029.04",,,"Census Tract 4029.04, Los Angeles County, California","06037402904","1908562","0",,,918,67.27273,900,666,234,69.69697,55.75758,64.24242,3608,2540,1068,312.7273,204.2424,316.9697,325,67,258,254.5455,41.81818,251.5152,146,124,22,67.27273,64.84849,22.42424,86,49,37,49.69697,46.06061,21.81818,2974,2265,709,246.6667,206.0606,194.5455
"ACSSF","ca","140","00",,,,"06","037",,,"403000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403000","Census Tract 4030",,,"Census Tract 4030, Los Angeles County, California","06037403000","2416493","1922",,,1683,107.8788,1587,1221,366,104.8485,127.2727,73.33334,6984,5258,1726,461.8182,592.7273,428.4849,109,41,68,69.69697,30.30303,65.45454,736,647,89,190.303,183.0303,84.24242,366,284,82,186.6667,177.5758,57.57576,5481,3994,1487,427.8788,503.6364,420
"ACSSF","ca","140","00",,,,"06","037",,,"403305",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403305","Census Tract 4033.05",,,"Census Tract 4033.05, Los Angeles County, California","06037403305","1481586","0",,,705,46.66667,705,540,165,46.66667,53.33333,36.9697,2318,1717,601,189.697,189.697,135.7576,0,0,0,8.484848,8.484848,8.484848,1962,1533,429,193.9394,188.4848,112.1212,84,84,0,30.90909,30.90909,8.484848,155,73,82,57.57576,40.60606,44.24242
"ACSSF","ca","140","00",,,,"06","037",,,"403316",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403316","Census Tract 4033.16",,,"Census Tract 4033.16, Los Angeles County, California","06037403316","2910036","0",,,2721,212.7273,2654,1930,724,218.7879,233.3333,129.697,6970,5441,1529,491.5151,473.3333,369.697,501,412,89,300.606,306.0606,81.81818,3297,2764,533,443.0303,439.394,136.9697,1265,1012,253,163.6364,162.4242,121.2121,1150,881,269,193.9394,189.0909,140.6061
"ACSSF","ca","140","00",,,,"06","037",,,"403317",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403317","Census Tract 4033.17",,,"Census Tract 4033.17, Los Angeles County, California","06037403317","4190584","0",,,1778,96.9697,1706,1439,267,95.15151,96.9697,61.81818,5131,4243,888,352.1212,336.3636,245.4545,376,324,52,46.66667,50.30303,53.33333,1743,1492,251,187.8788,175.1515,109.0909,953,768,185,168.4848,172.1212,76.9697,1844,1444,400,332.1212,275.7576,187.8788
"ACSSF","ca","140","00",,,,"06","037",,,"403318",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403318","Census Tract 4033.18",,,"Census Tract 4033.18, Los Angeles County, California","06037403318","3368569","0",,,2281,163.6364,2141,1709,432,184.8485,182.4242,113.9394,5886,4816,1070,392.1212,404.8485,264.8485,601,471,130,173.9394,184.2424,74.54546,2412,1939,473,304.8485,286.6667,192.7273,1052,949,103,163.0303,164.2424,57.57576,1745,1437,308,208.4848,194.5455,146.6667
"ACSSF","ca","140","00",,,,"06","037",,,"403319",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403319","Census Tract 4033.19",,,"Census Tract 4033.19, Los Angeles County, California","06037403319","2224166","9919",,,1741,118.1818,1641,1063,578,102.4242,89.69697,77.57576,4193,2564,1629,365.4546,350.9091,219.3939,167,167,0,113.3333,113.3333,8.484848,2140,1256,884,198.7879,193.3333,167.2727,503,287,216,109.697,87.87878,72.72727,683,308,375,107.8788,86.06061,89.69697
"ACSSF","ca","140","00",,,,"06","037",,,"403320",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403320","Census Tract 4033.20",,,"Census Tract 4033.20, Los Angeles County, California","06037403320","3916941","0",,,1804,97.57576,1710,1485,225,93.93939,102.4242,60.60606,5359,4716,643,418.7879,435.7576,175.1515,155,155,0,61.21212,61.21212,11.51515,3889,3696,193,399.394,404.8485,70.90909,807,583,224,176.3636,186.0606,115.1515,498,272,226,80.60606,99.39394,88.48485
"ACSSF","ca","140","00",,,,"06","037",,,"403321",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403321","Census Tract 4033.21",,,"Census Tract 4033.21, Los Angeles County, California","06037403321","6363008","1698",,,1793,101.8182,1776,1397,379,101.8182,97.57576,90.30303,5358,4196,1162,313.9394,277.5757,332.1212,67,8,59,50.90909,7.878788,50.90909,2713,1971,742,259.394,250.9091,256.9697,1084,771,313,227.2727,127.2727,202.4242,1197,1178,19,169.697,169.697,18.18182
"ACSSF","ca","140","00",,,,"06","037",,,"403323",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403323","Census Tract 4033.23",,,"Census Tract 4033.23, Los Angeles County, California","06037403323","3168255","0",,,1833,109.697,1779,1361,418,116.3636,115.1515,64.84849,5540,4102,1438,412.1212,391.5151,259.394,348,163,185,107.2727,73.93939,101.8182,3507,2629,878,466.6667,427.2727,210.9091,451,416,35,106.6667,103.0303,24.84848,831,502,329,228.4848,196.9697,164.8485
"ACSSF","ca","140","00",,,,"06","037",,,"403324",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403324","Census Tract 4033.24",,,"Census Tract 4033.24, Los Angeles County, California","06037403324","7954001","1467",,,2325,149.0909,2138,1603,535,146.0606,161.2121,143.6364,5934,4702,1232,523.0303,523.6364,340,0,0,0,11.51515,11.51515,11.51515,4673,3780,893,502.4243,507.8788,276.3636,521,479,42,134.5455,140,40,363,255,108,134.5455,123.0303,101.8182
"ACSSF","ca","140","00",,,,"06","037",,,"403325",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403325","Census Tract 4033.25",,,"Census Tract 4033.25, Los Angeles County, California","06037403325","17104379","0",,,1659,67.87878,1605,1219,386,70.30303,86.66666,68.48485,4853,3731,1122,266.6667,272.7273,230.9091,97,0,97,67.87878,8.484848,67.87878,3278,2561,717,313.3333,271.5151,240,894,685,209,180.6061,169.0909,98.78788,546,447,99,171.5152,161.2121,44.84848
"ACSSF","ca","140","00",,,,"06","037",,,"403326",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403326","Census Tract 4033.26",,,"Census Tract 4033.26, Los Angeles County, California","06037403326","1913710","3949",,,763,46.06061,690,519,171,52.72727,43.63636,49.09091,2309,1703,606,190.9091,160.6061,170.9091,54,54,0,26.66667,26.66667,8.484848,1386,946,440,193.9394,150.9091,150.9091,136,136,0,48.48485,48.48485,8.484848,660,527,133,126.0606,87.87878,88.48485
"ACSSF","ca","140","00",,,,"06","037",,,"403327",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403327","Census Tract 4033.27",,,"Census Tract 4033.27, Los Angeles County, California","06037403327","8757543","115181",,,884,55.15152,845,788,57,44.84848,43.63636,20,2419,2187,232,146.0606,122.4242,93.33334,72,72,0,41.21212,41.21212,8.484848,945,907,38,138.7879,111.5152,36.9697,700,601,99,106.6667,134.5455,56.36364,582,487,95,96.9697,79.39394,55.75758
"ACSSF","ca","140","00",,,,"06","037",,,"403328",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403328","Census Tract 4033.28",,,"Census Tract 4033.28, Los Angeles County, California","06037403328","2789732","0",,,1767,65.45454,1711,1311,400,79.39394,80.60606,76.36364,5285,3879,1406,325.4546,291.5151,269.697,42,42,0,40,40,11.51515,3233,2613,620,291.5151,261.8182,184.2424,800,655,145,128.4848,107.8788,75.15151,991,443,548,210.9091,113.9394,224.2424
"ACSSF","ca","140","00",,,,"06","037",,,"403401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403401","Census Tract 4034.01",,,"Census Tract 4034.01, Los Angeles County, California","06037403401","2305829","0",,,1464,69.69697,1421,1098,323,71.51515,76.36364,85.45454,4909,3618,1291,316.3636,284.8485,364.8485,355,355,0,192.1212,192.1212,8.484848,3100,2494,606,312.7273,269.697,240,658,204,454,209.0909,74.54546,207.8788,846,615,231,226.0606,147.8788,213.3333
"ACSSF","ca","140","00",,,,"06","037",,,"403402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403402","Census Tract 4034.02",,,"Census Tract 4034.02, Los Angeles County, California","06037403402","1737142","0",,,1064,68.48485,992,727,265,65.45454,71.51515,43.0303,3235,2199,1036,204.2424,235.1515,163.0303,53,35,18,33.93939,16.9697,30.90909,2050,1505,545,187.2727,182.4242,157.5758,229,229,0,73.33334,73.33334,8.484848,665,361,304,112.7273,113.9394,81.81818
"ACSSF","ca","140","00",,,,"06","037",,,"403403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403403","Census Tract 4034.03",,,"Census Tract 4034.03, Los Angeles County, California","06037403403","3889027","8226",,,1654,120.6061,1629,1459,170,123.6364,132.1212,48.48485,5177,4340,837,327.2727,344.2424,256.9697,61,61,0,43.63636,43.63636,11.51515,3840,3268,572,321.2121,329.697,232.1212,268,171,97,69.69697,66.66666,80.60606,739,710,29,245.4545,247.8788,28.48485
"ACSSF","ca","140","00",,,,"06","037",,,"403404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403404","Census Tract 4034.04",,,"Census Tract 4034.04, Los Angeles County, California","06037403404","2389804","1424",,,705,38.18182,642,576,66,41.81818,46.06061,20.60606,2200,1915,285,187.8788,180.6061,94.54546,124,124,0,90.30303,90.30303,8.484848,1393,1308,85,129.697,126.6667,40.60606,337,322,15,89.09091,87.87878,10.90909,336,151,185,116.9697,59.39394,91.51515
"ACSSF","ca","140","00",,,,"06","037",,,"403407",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403407","Census Tract 4034.07",,,"Census Tract 4034.07, Los Angeles County, California","06037403407","4724953","0",,,798,53.33333,656,601,55,63.63636,66.66666,18.18182,2265,2004,261,178.1818,204.2424,103.6364,30,30,0,28.48485,28.48485,8.484848,1709,1487,222,202.4242,209.0909,99.39394,252,213,39,103.0303,103.0303,35.75758,288,288,0,112.1212,112.1212,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"403408",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403408","Census Tract 4034.08",,,"Census Tract 4034.08, Los Angeles County, California","06037403408","3158643","0",,,1990,112.7273,1939,1681,258,113.3333,126.0606,87.87878,6147,5113,1034,362.4243,373.3333,352.1212,88,88,0,41.81818,41.81818,11.51515,4497,3867,630,381.8182,349.0909,324.2424,567,550,17,98.18182,100.6061,15.75758,966,579,387,158.7879,112.7273,178.1818
"ACSSF","ca","140","00",,,,"06","037",,,"403409",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403409","Census Tract 4034.09",,,"Census Tract 4034.09, Los Angeles County, California","06037403409","4684452","0",,,1359,78.18182,1255,917,338,64.24242,67.27273,46.06061,3891,2738,1153,211.5152,190.9091,186.6667,34,34,0,29.09091,29.09091,8.484848,2423,1684,739,187.2727,161.2121,163.6364,549,329,220,112.1212,63.63636,104.8485,762,568,194,180.6061,156.3636,80
"ACSSF","ca","140","00",,,,"06","037",,,"403500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403500","Census Tract 4035",,,"Census Tract 4035, Los Angeles County, California","06037403500","4918499","0",,,691,57.57576,546,393,153,53.33333,48.48485,38.78788,1438,1211,227,168.4848,171.5152,65.45454,13,4,9,12.12121,6.060606,9.090909,605,492,113,121.2121,118.1818,57.57576,357,257,100,52.12121,44.24242,31.51515,375,370,5,98.18182,97.57576,4.848485
"ACSSF","ca","140","00",,,,"06","037",,,"403601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403601","Census Tract 4036.01",,,"Census Tract 4036.01, Los Angeles County, California","06037403601","4895261","25796",,,2308,170.9091,2152,1532,620,182.4242,130.9091,170.303,6563,5193,1370,711.5151,680,396.9697,158,158,0,137.5758,137.5758,11.51515,1048,920,128,266.0606,256.9697,76.36364,2066,1737,329,450.9091,292.7273,290.303,3223,2310,913,600.6061,626.0606,255.1515
"ACSSF","ca","140","00",,,,"06","037",,,"403702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037403702","Census Tract 4037.02",,,"Census Tract 4037.02, Los Angeles County, California","06037403702","1706609","5480",,,1297,111.5152,1297,1072,225,111.5152,114.5455,44.84848,4152,3483,669,389.697,414.5454,184.2424,92,92,0,67.27273,67.27273,8.484848,702,676,26,122.4242,116.9697,23.0303,1645,1350,295,324.8485,316.3636,86.66666,1690,1342,348,286.0606,301.2121,167.2727
